Name,FileName,BJD,S,SNR,Decker,Seeing
"HD 185144","bj76.106  ",15073.954,0.2139,43,"B5",1.2
"HD 185144","bj76.107  ",15073.955,0.2145,44,"B5",1.2
"HD 185144","bj77.350  ",15107.714,0.2123,44,"B5",1.2
"HD 185144","bj78.711  ",15135.844,0.2162,39,"B5",1.9
"HD 185144","bj78.712  ",15135.845,0.2172,37,"B5",2.0
"HD 185144","bj78.713  ",15135.846,0.2153,32,"B5",1.9
"HD 185144","bj80.254  ",15170.706,0.2213,42,"B5",1.4
"HD 185144","bj80.255  ",15170.706,0.2211,39,"B5",1.5
"HD 185144","bj80.256  ",15170.707,0.2211,40,"B5",1.7
"HD 185144","bj82.72   ",15196.692,0.2167,44,"C2",1.3
"HD 185144","bj82.73   ",15196.693,0.2173,43,"C2",1.3
"HD 185144","bj82.74   ",15196.693,0.2169,42,"C2",1.2
"HD 185144","bj82.375  ",15197.7,0.2132,34,"B5",3.0
"HD 185144","bj82.376  ",15197.702,0.2139,31,"B5",2.8
"HD 185144","bj82.377  ",15197.703,0.2133,31,"B5",2.9
"HD 185144","bj82.669  ",15198.691,0.2153,41,"C2",1.5
"HD 185144","bj82.670  ",15198.691,0.2148,44,"C2",1.4
"HD 185144","bj82.671  ",15198.692,0.2145,42,"C2",1.4
"HD 185144","bj86.271  ",15261.168,0.2224,49,"C2",1.1
"HD 185144","bj86.272  ",15261.168,0.2211,50,"C2",1.1
"HD 185144","bj86.273  ",15261.169,0.2201,47,"C2",1.4
"HD 185144","bj86.274  ",15261.17,0.2217,47,"C2",1.1
"HD 185144","bj86.275  ",15261.17,0.221,48,"C2",1.2
"HD 185144","bj87.163  ",15285.155,0.2213,47,"C2",1.4
"HD 185144","bj87.164  ",15285.156,0.2223,47,"C2",1.3
"HD 185144","bj87.165  ",15285.157,0.2222,49,"C2",1.4
"HD 185144","bj87.451  ",15286.147,0.2135,46,"C2",1.5
"HD 185144","bj87.452  ",15286.148,0.2196,48,"C2",1.2
"HD 185144","bj87.453  ",15286.148,0.2216,49,"C2",1.1
"HD 185144","bj88.211  ",15290.131,0.2209,46,"B5",1.1
"HD 185144","bj88.212  ",15290.131,0.2215,48,"B5",1.2
"HD 185144","bj88.213  ",15290.132,0.2217,47,"B5",1.1
"HD 185144","bj89.176  ",15312.137,0.2189,46,"C2",1.3
"HD 185144","bj89.177  ",15312.138,0.2181,47,"C2",1.4
"HD 185144","bj89.178  ",15312.139,0.2195,51,"C2",1.3
"HD 185144","bj89.387  ",15313.128,0.2203,50,"B5",0.9
"HD 185144","bj89.388  ",15313.129,0.2196,49,"B5",0.9
"HD 185144","bj89.389  ",15313.13,0.2205,45,"B5",0.9
"HD 185144","bj90.292  ",15319.048,0.2169,47,"C2",1.4
"HD 185144","bj90.293  ",15319.049,0.217,45,"C2",1.5
"HD 185144","bj90.294  ",15319.049,0.2169,46,"C2",1.4
"HD 185144","bj90.1061 ",15322.062,0.2192,50,"B5",1.1
"HD 185144","bj90.1062 ",15322.063,0.2194,47,"B5",1.0
"HD 185144","bj90.1063 ",15322.064,0.2186,49,"B5",1.0
"HD 185144","bj91.179  ",15343.091,0.2188,45,"B5",1.3
"HD 185144","bj91.180  ",15343.092,0.2187,49,"B5",1.2
"HD 185144","bj91.181  ",15343.093,0.2195,44,"B5",1.5
"HD 185144","bj91.363  ",15344.123,0.2176,50,"C2",1.3
"HD 185144","bj91.364  ",15344.123,0.2155,45,"C2",1.4
"HD 185144","bj91.365  ",15344.124,0.2148,46,"C2",1.5
"HD 185144","bj91.529  ",15344.985,0.2138,49,"C2",1.3
"HD 185144","bj91.530  ",15344.986,0.2104,47,"C2",1.5
"HD 185144","bj91.531  ",15344.987,0.2149,47,"C2",1.4
"HD 185144","bj93.321  ",15374.085,0.2121,50,"B5",1.2
"HD 185144","bj93.322  ",15374.086,0.2126,45,"B5",1.2
"HD 185144","bj93.323  ",15374.086,0.2127,47,"B5",1.0
"HD 185144","bj93.552  ",15375.054,0.2117,49,"C2",0.9
"HD 185144","bj93.553  ",15375.054,0.2102,50,"C2",1.0
"HD 185144","bj93.554  ",15375.055,0.2112,49,"C2",1.1
"HD 185144","bj93.839  ",15376.127,0.2097,46,"C2",1.1
"HD 185144","bj93.840  ",15376.128,0.2086,48,"C2",1.1
"HD 185144","bj93.841  ",15376.128,0.2104,47,"C2",1.1
"HD 185144","bj94.79   ",15395.984,0.2181,48,"B5",1.3
"HD 185144","bj94.80   ",15395.985,0.2162,49,"B5",1.3
"HD 185144","bj94.81   ",15395.985,0.2179,51,"B5",1.5
"HD 185144","bj95.1125 ",15404.949,0.2114,42,"B5",2.6
"HD 185144","bj97.461  ",15427.73,0.2189,51,"C2",0.9
"HD 185144","bj97.462  ",15427.731,0.2179,49,"C2",1.0
"HD 185144","bj97.463  ",15427.731,0.2187,49,"C2",0.9
"HD 185144","bj97.658  ",15428.723,0.2191,46,"C2",1.0
"HD 185144","bj97.659  ",15428.724,0.218,48,"C2",1.0
"HD 185144","bj97.660  ",15428.724,0.2175,49,"C2",1.0
"HD 185144","bj97.1061 ",15431.72,0.2148,49,"C2",1.0
"HD 185144","bj97.1062 ",15431.721,0.2152,50,"C2",0.9
"HD 185144","bj97.1063 ",15431.722,0.2136,45,"C2",1.1
"HD 185144","bj97.1459 ",15432.72,0.2136,48,"C2",0.9
"HD 185144","bj97.1460 ",15432.72,0.213,50,"C2",0.9
"HD 185144","bj97.1461 ",15432.721,0.2132,51,"C2",0.9
"HD 185144","bj97.1860 ",15434.718,0.2135,49,"C2",0.9
"HD 185144","bj97.1861 ",15434.719,0.2118,47,"C2",0.9
"HD 185144","bj97.1862 ",15434.72,0.2127,51,"C2",0.9
"HD 185144","bj97.2364 ",15436.719,0.2059,44,"C2",1.5
"HD 185144","bj97.2365 ",15436.72,0.2049,44,"C2",1.5
"HD 185144","bj97.2558 ",15437.719,0.2072,47,"C2",1.5
"HD 185144","bj97.2772 ",15438.718,0.2083,49,"C2",1.2
"HD 185144","bj97.3166 ",15440.716,0.2082,51,"C2",0.9
"HD 185144","bj97.3167 ",15440.717,0.2092,52,"C2",0.8
"HD 185144","bj97.3168 ",15440.718,0.21,46,"C2",0.8
"HD 185144","bj98.78   ",15455.742,0.2125,47,"B5",1.2
"HD 185144","bj98.79   ",15455.743,0.2133,49,"B5",1.1
"HD 185144","bj98.80   ",15455.743,0.2138,49,"B5",1.1
"HD 185144","bj98.120  ",15455.887,0.2129,49,"C2",1.3
"HD 185144","bj98.121  ",15455.887,0.2137,51,"C2",1.2
"HD 185144","bj98.122  ",15455.888,0.215,49,"C2",1.1
"HD 185144","bj100.49  ",15464.701,0.2098,49,"C2",1.0
"HD 185144","bj100.50  ",15464.702,0.2106,51,"C2",0.9
"HD 185144","bj100.51  ",15464.703,0.2095,49,"C2",0.9
"HD 185144","bj100.384 ",15465.702,0.2099,47,"C2",1.0
"HD 185144","bj100.385 ",15465.703,0.2089,48,"C2",1.0
"HD 185144","bj100.386 ",15465.703,0.2102,50,"C2",1.1
"HD 185144","bj100.683 ",15466.702,0.2105,52,"C2",1.0
"HD 185144","bj100.684 ",15466.703,0.2098,49,"C2",1.2
"HD 185144","bj100.685 ",15466.704,0.2101,48,"C2",1.1
"HD 185144","bj100.1084",15467.698,0.2107,49,"C2",1.0
"HD 185144","bj100.1085",15467.699,0.2107,50,"C2",1.2
"HD 185144","bj100.1086",15467.699,0.2111,51,"C2",0.9
"HD 185144","bj100.1383",15468.698,0.2126,52,"C2",0.9
"HD 185144","bj100.1384",15468.699,0.2121,53,"C2",0.9
"HD 185144","bj100.1385",15468.699,0.212,48,"C2",0.9
"HD 185144","bj102.102 ",15471.792,0.2125,49,"B5",1.2
"HD 185144","bj102.103 ",15471.793,0.2116,49,"B5",1.3
"HD 185144","bj102.104 ",15471.794,0.2135,49,"B5",1.1
"HD 185144","bj103.82  ",15486.772,0.2146,47,"B5",1.1
"HD 185144","bj103.83  ",15486.773,0.2153,46,"B5",1.1
"HD 185144","bj103.84  ",15486.773,0.2156,46,"B5",1.0
"HD 185144","bj104.299 ",15490.86,0.2152,31,"B5",1.2
"HD 185144","bj104.300 ",15490.86,0.2147,32,"B5",1.4
"HD 185144","bj104.301 ",15490.861,0.2151,35,"B5",1.5
"HD 185144","bj106.458 ",15522.678,0.2137,50,"C2",0.9
"HD 185144","bj106.459 ",15522.679,0.213,50,"C2",0.9
"HD 185144","bj106.460 ",15522.679,0.2127,49,"C2",1.0
"HD 185144","bj107.64  ",15526.678,0.2074,47,"C2",1.2
"HD 185144","bj107.65  ",15526.679,0.21,49,"C2",1.0
"HD 185144","bj107.66  ",15526.679,0.21,47,"C2",1.0
"HD 185144","bj116.226 ",15634.151,0.2063,50,"C2",0.9
"HD 185144","bj116.227 ",15634.152,0.2075,48,"C2",0.9
"HD 185144","bj116.228 ",15634.153,0.2057,50,"C2",1.1
"HD 185144","bj116.498 ",15635.164,0.2058,48,"C2",1.1
"HD 185144","bj116.499 ",15635.164,0.2043,48,"C2",1.4
"HD 185144","bj116.500 ",15635.165,0.2067,47,"C2",1.2
"HD 185144","bj116.689 ",15636.164,0.207,52,"C2",0.9
"HD 185144","bj116.690 ",15636.165,0.2054,47,"C2",1.1
"HD 185144","bj116.691 ",15636.165,0.2066,52,"C2",0.9
"HD 185144","bj117.430 ",15668.144,0.2051,50,"C2",0.9
"HD 185144","bj117.431 ",15668.145,0.2036,49,"C2",0.9
"HD 185144","bj117.432 ",15668.146,0.2041,53,"C2",0.9
"HD 185144","bj118.164 ",15671.14,0.2038,45,"C2",1.0
"HD 185144","bj118.165 ",15671.141,0.2056,50,"C2",0.9
"HD 185144","bj118.166 ",15671.141,0.2043,49,"C2",1.0
"HD 185144","bj118.486 ",15672.14,0.2035,50,"C2",1.1
"HD 185144","bj118.487 ",15672.14,0.2018,48,"C2",1.2
"HD 185144","bj118.488 ",15672.141,0.2021,49,"C2",1.1
"HD 185144","bj118.882 ",15673.141,0.2048,47,"C2",1.0
"HD 185144","bj118.883 ",15673.142,0.203,48,"C2",1.1
"HD 185144","bj118.884 ",15673.143,0.2034,47,"C2",1.1
"HD 185144","bj119.850 ",15700.129,0.2072,48,"C2",0.9
"HD 185144","bj119.851 ",15700.13,0.207,48,"C2",0.9
"HD 185144","bj119.852 ",15700.13,0.2073,48,"C2",0.9
"HD 185144","bj120.383 ",15704.127,0.2065,50,"C2",1.4
"HD 185144","bj120.385 ",15704.128,0.2031,46,"C2",1.3
"HD 185144","bj120.537 ",15705.129,0.2069,49,"C2",1.2
"HD 185144","bj120.538 ",15705.13,0.2064,50,"C2",1.2
"HD 185144","bj120.539 ",15705.131,0.206,48,"C2",1.3
"HD 185144","bj120.759 ",15706.132,0.2064,49,"C2",0.9
"HD 185144","bj120.760 ",15706.133,0.2075,50,"C2",0.8
"HD 185144","bj120.761 ",15706.133,0.2069,46,"C2",0.8
"HD 185144","bj121.183 ",15723.127,0.2031,48,"C2",1.0
"HD 185144","bj121.184 ",15723.128,0.2042,49,"C2",1.0
"HD 185144","bj121.185 ",15723.129,0.205,44,"C2",1.1
"HD 185144","bj121.333 ",15724.125,0.2053,47,"C2",1.1
"HD 185144","bj121.334 ",15724.126,0.2039,47,"C2",1.2
"HD 185144","bj121.335 ",15724.127,0.2031,47,"C2",1.3
"HD 185144","bj122.317 ",15727.133,0.2034,48,"C2",1.2
"HD 185144","bj122.318 ",15727.134,0.203,47,"C2",1.3
"HD 185144","bj122.319 ",15727.134,0.2035,48,"C2",1.1
"HD 185144","bj122.794 ",15729.121,0.2067,40,"B5",1.7
"HD 185144","bj122.795 ",15729.122,0.2078,41,"B5",1.5
"HD 185144","bj122.796 ",15729.124,0.2071,40,"B5",1.8
"HD 185144","bj123.293 ",15731.892,0.2078,43,"B5",1.6
"HD 185144","bj123.294 ",15731.896,0.2065,43,"B5",1.8
"HD 185144","bj123.295 ",15731.899,0.2066,43,"B5",1.7
"HD 185144","bj123.296 ",15731.901,0.2077,43,"B5",1.8
"HD 185144","bj123.297 ",15731.904,0.2088,43,"B5",1.8
"HD 185144","bj124.358 ",15735.128,0.2054,52,"C2",1.4
"HD 185144","bj124.359 ",15735.129,0.2069,50,"C2",1.2
"HD 185144","bj124.360 ",15735.129,0.2065,48,"C2",1.3
"HD 185144","bj126.292 ",15752.999,0.204,45,"B5",2.4
"HD 185144","bj126.293 ",15753.0,0.2018,44,"B5",2.7
"HD 185144","bj126.294 ",15753.001,0.2025,45,"B5",2.6
"HD 185144","bj129.278 ",15782.828,0.2008,47,"B5",2.2
"HD 185144","bj129.279 ",15782.828,0.1997,45,"B5",2.1
"HD 185144","bj129.280 ",15782.829,0.2019,47,"B5",1.9
"HD 185144","bj130.1871",15795.804,0.1997,52,"C2",1.2
"HD 185144","bj130.1872",15795.804,0.2003,50,"C2",1.2
"HD 185144","bj130.1873",15795.805,0.2009,50,"C2",1.2
"HD 185144","bj131.61  ",15806.719,0.1983,44,"B5",1.9
"HD 185144","bj131.62  ",15806.72,0.1997,41,"B5",2.0
"HD 185144","bj131.63  ",15806.72,0.1981,42,"B5",1.9
"HD 185144","bj131.260 ",15807.714,0.1999,48,"C2",1.1
"HD 185144","bj131.261 ",15807.714,0.1988,50,"C2",1.3
"HD 185144","bj131.879 ",15810.713,0.1995,55,"C2",0.9
"HD 185144","bj131.880 ",15810.714,0.1982,52,"C2",1.0
"HD 185144","bj131.881 ",15810.714,0.1988,55,"C2",0.9
"HD 185144","bj135.85  ",15853.685,0.1952,54,"C2",1.0
"HD 185144","bj135.86  ",15853.686,0.1956,54,"C2",1.0
"HD 185144","bj135.87  ",15853.687,0.1949,50,"C2",1.2
"HD 185144","bj137.60  ",15877.742,0.1957,38,"B5",1.8
"HD 185144","bj137.61  ",15877.742,0.1981,43,"B5",1.5
"HD 185144","bj137.62  ",15877.743,0.1966,41,"B5",1.4
"HD 185144","bj138.69  ",15901.678,0.1973,53,"C2",1.4
"HD 185144","bj138.70  ",15901.679,0.1948,49,"C2",1.5
"HD 185144","bj138.71  ",15901.679,0.1966,51,"C2",1.3
"HD 185144","bj138.312 ",15902.68,0.1892,22,"C2",1.5
"HD 185144","bj138.313 ",15902.681,0.1876,22,"C2",1.4
"HD 185144","bj138.314 ",15902.682,0.1843,19,"C2",1.4
"HD 185144","bj146.731 ",15995.167,0.2011,50,"C2",1.2
"HD 185144","bj146.732 ",15995.168,0.1994,49,"C2",1.4
"HD 185144","bj146.873 ",15997.156,0.1969,49,"C2",1.5
"HD 185144","bj147.150 ",16000.167,0.1974,51,"C2",1.0
"HD 185144","bj147.151 ",16000.168,0.197,55,"C2",1.0
"HD 185144","bj147.152 ",16000.169,0.1964,54,"C2",1.2
"HD 185144","bj148.184 ",16019.161,0.1902,49,"C2",1.5
"HD 185144","bj149.210 ",16028.149,0.199,53,"C2",1.0
"HD 185144","bj149.211 ",16028.149,0.2002,54,"C2",1.1
"HD 185144","bj149.212 ",16028.15,0.2003,51,"C2",1.0
"HD 185144","bj150.319 ",16075.123,0.1949,43,"B5",2.5
"HD 185144","bj150.320 ",16075.124,0.1933,42,"B5",2.3
"HD 185144","bj150.321 ",16075.125,0.1951,46,"B5",2.4
"HD 185144","bj150.548 ",16076.123,0.1937,51,"C2",1.1
"HD 185144","bj150.549 ",16076.124,0.1944,52,"C2",1.3
"HD 185144","bj150.550 ",16076.124,0.1936,52,"C2",1.3
"HD 185144","bj153.128 ",16110.133,0.1956,51,"C2",1.2
"HD 185144","bj153.129 ",16110.134,0.1942,50,"C2",1.3
"HD 185144","bj153.130 ",16110.135,0.1949,51,"C2",1.1
"HD 185144","bj154.86  ",16134.11,0.1954,33,"B5",1.2
"HD 185144","bj154.87  ",16134.111,0.1944,37,"B5",1.6
"HD 185144","bj154.88  ",16134.111,0.1944,41,"B5",1.7
"HD 185144","bj156.994 ",16148.795,0.1963,52,"B5",2.1
"HD 185144","bj156.995 ",16148.796,0.197,50,"B5",2.4
"HD 185144","bj156.996 ",16148.797,0.1966,51,"B5",2.3
"HD 185144","bj158.1163",16177.713,0.1928,52,"C2",1.2
"HD 185144","bj158.1164",16177.713,0.1925,51,"C2",1.0
"HD 185144","bj158.1165",16177.714,0.1919,54,"C2",1.1
"HD 185144","bj159.876 ",16196.699,0.1892,55,"C2",1.1
"HD 185144","bj159.877 ",16196.699,0.189,54,"C2",1.1
"HD 185144","bj159.878 ",16196.7,0.1889,53,"C2",1.1
"HD 185144","bj168.69  ",16437.116,0.1923,55,"B5",0.9
"HD 185144","bj168.70  ",16437.117,0.1916,54,"B5",0.9
"HD 185144","bj168.71  ",16437.117,0.1911,51,"B5",0.9
"HD 185144","bj170.105 ",16449.117,0.1926,51,"C2",1.4
"HD 185144","bj170.311 ",16450.129,0.19,49,"C2",1.2
"HD 185144","bj170.730 ",16452.031,0.1967,49,"B5",1.2
"HD 185144","bj170.731 ",16452.032,0.1971,51,"B5",1.4
"HD 185144","bj170.732 ",16452.033,0.196,52,"B5",1.3
"HD 185144","bj172.750 ",16475.122,0.197,53,"C2",1.3
"HD 185144","bj172.751 ",16475.123,0.1963,53,"C2",1.2
"HD 185144","bj172.752 ",16475.123,0.1927,52,"C2",1.5
"HD 185144","bj176.82  ",16506.843,0.2023,57,"C2",0.8
"HD 185144","bj176.83  ",16506.843,0.2016,55,"C2",0.8
"HD 185144","bj176.84  ",16506.844,0.2027,57,"B5",0.8
"HD 185144","bj176.85  ",16506.845,0.2019,55,"B5",0.8
"HD 185144","bj176.266 ",16507.779,0.2008,42,"C2",1.2
"HD 185144","bj176.267 ",16507.784,0.2018,49,"C2",1.0
"HD 185144","bj176.268 ",16507.787,0.2019,50,"C2",1.0
"HD 185144","bj177.82  ",16512.759,0.2043,46,"B5",1.0
"HD 185144","bj177.83  ",16512.759,0.2039,51,"B5",0.9
"HD 185144","bj177.84  ",16512.76,0.2044,51,"B5",1.7
"HD 185144","bj177.280 ",16513.764,0.2024,49,"B5",1.0
"HD 185144","bj177.281 ",16513.764,0.2033,49,"B5",0.9
"HD 185144","bj177.282 ",16513.765,0.2029,49,"B5",0.9
"HD 185144","bj177.283 ",16513.766,0.203,53,"C2",0.9
"HD 185144","bj177.284 ",16513.766,0.2017,52,"C2",1.0
"HD 185144","bj177.285 ",16513.767,0.202,56,"C2",1.0
"HD 185144","bj178.76  ",16518.727,0.1995,55,"C2",1.2
"HD 185144","bj178.289 ",16519.868,0.1987,47,"B5",2.3
"HD 185144","bj178.290 ",16519.868,0.201,48,"B5",2.1
"HD 185144","bj178.291 ",16519.869,0.1999,49,"B5",1.8
"HD 185144","bj179.101 ",16521.909,0.2002,47,"B5",0.9
"HD 185144","bj179.102 ",16521.909,0.2005,48,"B5",1.0
"HD 185144","bj179.103 ",16521.91,0.2012,52,"B5",0.9
"HD 185144","bj179.311 ",16522.919,0.1995,51,"B5",1.0
"HD 185144","bj179.312 ",16522.919,0.1994,52,"B5",1.0
"HD 185144","bj179.313 ",16522.92,0.1989,52,"B5",1.0
"HD 185144","bj179.514 ",16524.021,0.1984,35,"B5",2.1
"HD 185144","bj179.515 ",16524.022,0.1977,34,"B5",2.0
"HD 185144","bj179.516 ",16524.023,0.1996,28,"B5",1.6
"HD 185144","bj179.671 ",16524.738,0.2001,44,"B5",0.9
"HD 185144","bj179.672 ",16524.738,0.1992,52,"B5",0.9
"HD 185144","bj179.673 ",16524.739,0.1994,48,"B5",1.0
"HD 185144","bj179.909 ",16526.042,0.1993,27,"B5",1.2
"HD 185144","bj179.910 ",16526.042,0.2005,32,"B5",1.1
"HD 185144","bj179.911 ",16526.043,0.1985,32,"B5",1.1
"HD 185144","bj180.64  ",16529.726,0.198,45,"B5",2.6
"HD 185144","bj180.65  ",16529.727,0.2001,46,"B5",2.5
"HD 185144","bj180.66  ",16529.728,0.1979,45,"B5",2.3
"HD 185144","bj180.263 ",16530.724,0.1972,51,"C2",1.4
"HD 185144","bj180.468 ",16531.725,0.1963,51,"C2",1.3
"HD 185144","bj180.469 ",16531.725,0.1986,48,"C2",1.2
"HD 185144","bj180.470 ",16531.726,0.2007,53,"C2",1.0
"HD 185144","bj180.662 ",16532.721,0.2014,53,"C2",0.9
"HD 185144","bj180.663 ",16532.722,0.2008,50,"C2",1.0
"HD 185144","bj180.664 ",16532.722,0.1996,52,"C2",1.0
"HD 185144","bj180.897 ",16533.958,0.2036,50,"C2",0.9
"HD 185144","bj180.898 ",16533.958,0.2027,52,"C2",0.9
"HD 185144","bj180.899 ",16533.96,0.2023,52,"C2",1.0
"HD 185144","bj182.374 ",16585.714,0.2004,53,"B5",1.0
"HD 185144","bj182.375 ",16585.714,0.201,53,"B5",0.9
"HD 185144","bj182.376 ",16585.715,0.1998,57,"B5",0.9
"HD 185144","bj188.289 ",16828.12,0.2081,51,"C2",1.2
"HD 185144","bj188.290 ",16828.121,0.208,52,"C2",1.1
"HD 185144","bj188.291 ",16828.121,0.2086,52,"C2",1.1
"HD 185144","bj188.574 ",16829.123,0.207,50,"C2",1.1
"HD 185144","bj188.575 ",16829.124,0.2067,51,"C2",1.2
"HD 185144","bj188.576 ",16829.124,0.207,52,"C2",1.0
"HD 185144","bj188.696 ",16829.924,0.2074,18,"B5",1.1
"HD 185144","bj188.697 ",16829.924,0.2105,20,"B5",1.2
"HD 185144","bj188.698 ",16829.925,0.2121,17,"B5",1.2
"HD 185144","bj189.678 ",16845.846,0.2088,52,"C2",1.0
"HD 185144","bj189.679 ",16845.847,0.2083,49,"C2",1.0
"HD 185144","bj189.680 ",16845.848,0.2086,49,"C2",0.9
"HD 185144","bj194.485 ",16908.876,0.2138,49,"C2",1.2
"HD 185144","bj194.486 ",16908.876,0.2132,48,"C2",1.3
"HD 185144","bj194.487 ",16908.877,0.2105,49,"C2",1.5
"HD 185144","bj200.145 ",17180.11,0.2172,46,"B5",1.2
"HD 185144","bj200.146 ",17180.11,0.2168,48,"B5",1.1
"HD 185144","bj200.147 ",17180.111,0.2165,45,"B5",1.1
"HD 185144","bj202.1104",17212.133,0.2162,49,"C2",1.4
"HD 185144","bj202.1105",17212.134,0.2168,52,"C2",1.4
"HD 185144","bj202.1822",17216.134,0.217,51,"C2",1.4
"HD 185144","bj202.1823",17216.135,0.218,52,"C2",1.2
"HD 185144","bj202.1824",17216.135,0.2176,55,"C2",1.3
"HD 185144","bj204.856 ",17233.094,0.221,52,"C2",1.2
"HD 185144","bj204.857 ",17233.095,0.2205,52,"C2",1.3
"HD 185144","bj204.858 ",17233.095,0.2204,50,"C2",1.3
"HD 185144","bj208.96  ",17244.805,0.2174,56,"B5",1.1
"HD 185144","bj208.97  ",17244.806,0.2171,54,"B5",1.1
"HD 185144","bj208.98  ",17244.807,0.2177,54,"B5",1.0
"HD 185144","bj208.307 ",17245.911,0.2176,62,"B5",1.0
"HD 185144","bj208.308 ",17245.912,0.2187,61,"B5",1.3
"HD 185144","bj208.309 ",17245.913,0.2177,58,"B5",1.2
"HD 185144","bj209.70  ",17253.992,0.2208,46,"B5",1.5
"HD 185144","bj209.71  ",17253.993,0.2214,44,"B5",1.5
"HD 185144","bj209.72  ",17253.993,0.2223,47,"B5",1.6
"HD 185144","bj209.514 ",17256.069,0.2216,19,"B5",1.7
"HD 185144","bj209.515 ",17256.07,0.2192,30,"B5",2.4
"HD 185144","bj209.516 ",17256.071,0.2246,22,"B5",1.9
"HD 185144","bj211.73  ",17264.999,0.2177,34,"B5",1.3
"HD 185144","bj211.74  ",17265.0,0.2186,38,"B5",1.3
"HD 185144","bj211.75  ",17265.0,0.2189,44,"B5",1.3
"HD 185144","bj211.287 ",17265.827,0.2204,53,"B5",1.4
"HD 185144","bj211.288 ",17265.828,0.2204,54,"B5",1.3
"HD 185144","bj211.289 ",17265.828,0.2192,56,"B5",1.3
"HD 185144","bj212.76  ",17285.752,0.2158,48,"B5",1.5
"HD 185144","bj212.77  ",17285.753,0.2164,47,"B5",1.7
"HD 185144","bj212.78  ",17285.754,0.2162,46,"B5",1.8
"HD 185144","bj213.120 ",17290.979,0.2216,13,"B5",1.7
"HD 185144","bj213.121 ",17290.98,0.2197,24,"B5",2.0
"HD 185144","bj213.122 ",17290.981,0.2197,17,"B5",1.4
"HD 185144","bj214.73  ",17296.964,0.2169,19,"B5",1.4
"HD 185144","bj214.74  ",17296.965,0.2153,16,"B5",1.4
"HD 185144","bj214.75  ",17296.966,0.2206,13,"B5",1.4
"HD 185144","bj216.65  ",17326.685,0.2179,54,"C2",1.0
"HD 185144","bj216.66  ",17326.685,0.2177,59,"C2",0.9
"HD 185144","bj216.67  ",17326.686,0.2189,60,"C2",1.0
"HD 185144","bj217.69  ",17339.809,0.2227,27,"B5",1.9
"HD 185144","bj217.70  ",17339.81,0.2231,28,"B5",2.3
"HD 185144","bj217.71  ",17339.811,0.2226,28,"B5",2.2
"HD 185144","bj218.169 ",17353.795,0.2229,44,"C2",1.3
"HD 185144","bj218.170 ",17353.796,0.2231,45,"C2",1.5
"HD 185144","bj218.378 ",17354.787,0.2249,49,"C2",1.4
"HD 185144","bj218.379 ",17354.788,0.2236,46,"C2",1.4
"HD 185144","bj218.380 ",17354.788,0.2251,49,"C2",1.5
"HD 185144","bj219.76  ",17378.711,0.2258,22,"B5",1.6
"HD 185144","bj219.77  ",17378.712,0.2243,31,"B5",1.6
"HD 185144","bj219.78  ",17378.713,0.2251,30,"B5",1.8
"HD 185144","bj229.137 ",17556.125,0.2153,52,"C2",1.2
"HD 185144","bj238.85  ",17620.873,0.2224,48,"B5",1.2
"HD 185144","bj238.86  ",17620.874,0.2215,48,"B5",1.1
"HD 185144","bj238.87  ",17620.874,0.2215,50,"B5",1.0
"HD 185144","bj238.324 ",17621.947,0.2245,43,"B5",2.1
"HD 185144","bj238.325 ",17621.948,0.2224,45,"B5",1.9
"HD 185144","bj238.326 ",17621.948,0.2227,44,"B5",1.8
"HD 185144","bj239.78  ",17633.821,0.2196,48,"B5",1.6
"HD 185144","bj239.79  ",17633.821,0.2204,46,"B5",1.7
"HD 185144","bj239.80  ",17633.822,0.2196,48,"B5",1.5
"HD 185144","bj240.119 ",17651.942,0.2231,24,"B5",1.1
"HD 185144","bj240.120 ",17651.942,0.2232,22,"B5",1.0
"HD 185144","bj240.121 ",17651.943,0.2254,20,"B5",1.0
"HD 185144","bj242.73  ",17671.702,0.2214,52,"C2",1.5
"HD 185144","bj261.315 ",17941.131,0.2012,47,"C2",1.1
"HD 185144","bj261.316 ",17941.132,0.2011,49,"C2",1.1
"HD 185144","bj261.317 ",17941.132,0.2018,47,"C2",1.1
"HD 185144","bj289.102 ",18248.114,0.1976,36,"B5",1.2
"HD 185144","bj289.103 ",18248.118,0.1981,46,"B5",1.3
"HD 185144","bj289.104 ",18248.119,0.1979,46,"B5",1.3
"HD 185144","bj290.500 ",18265.13,0.1947,49,"C2",1.0
"HD 185144","bj290.501 ",18265.131,0.1951,50,"C2",1.1
"HD 185144","bj290.502 ",18265.131,0.1952,54,"C2",1.0
"HD 185144","bj294.614 ",18309.133,0.1988,47,"C2",1.2
"HD 185144","bj294.615 ",18309.134,0.1986,48,"C2",1.2
"HD 185144","bj304.160 ",18383.701,0.1988,55,"C2",0.9
"HD 185144","bj304.161 ",18383.702,0.1991,54,"C2",0.9
"HD 185144","bj304.162 ",18383.703,0.1993,53,"C2",0.9
"HD 185144","bj321.88  ",18567.155,0.1915,46,"B5",1.2
"HD 185144","bj321.89  ",18567.156,0.1924,44,"B5",1.3
"HD 185144","bj321.90  ",18567.157,0.1909,45,"B5",1.3
"HD 185144","bj329.519 ",18618.131,0.1938,50,"C2",1.2
"HD 185144","bj329.520 ",18618.131,0.1939,50,"C2",1.3
"HD 185144","bj329.521 ",18618.132,0.1932,52,"C2",1.2
"HD 185144","bj330.306 ",18624.133,0.1896,46,"C2",1.5
